序號,評論ID,作者,評分,評論內容,評論日期,實際日期,照片數,語言,醫院名稱,來源檔案,實際日期_parsed,評論長度,textblob_polarity,textblob_subjectivity,textblob_sentiment,vader_compound,vader_neg,vader_neu,vader_pos,vader_sentiment,rating_category,textblob_accurate,vader_accurate
1489,review_30811,Robert A. Cleveland,5,Wonderful hospital. Employees are extremely caring to every patient. The hospital is extremely chean. This hospital is the one to be in if you get sick!,5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,152,-0.035714285714285726,0.9642857142857143,Neutral,0.6352,0.098,0.681,0.222,Positive,Positive (4-5★),False,True
1492,review_11809,Megan,1,"Normally I have nothing but great things to say about this hospital. Unfortunately, this review will not be great. My 18 yr old son was admitted to the hospital, I called to speak with the charge nurse as my son requested to take a shower and the nurse ignored his requests, he was supposed to have his IV changed due to it leaking, again the nurse ignored his request. I called the charge nurse, waited on hold for 35 mins. All for someone to pick the phone up and disconnect the call. I understand the hospital is busy and everyone needs their nurses attention, but I would NEVER treat a patient or their family members like that. Id drive 2 hrs away before I let my son go back to this hospital.",5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,698,0.16562500000000002,0.503125,Positive,-0.9511,0.139,0.829,0.032,Negative,Negative (1-2★),False,True
1494,review_61417,Kathryn Osborne,5,A difficult diagnosis but comforted by the nurses and doctors,Edited 5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,61,-0.5,1.0,Negative,0.4497,0.13,0.595,0.275,Positive,Positive (4-5★),False,True
1495,review_49055,Ron Marini,5,"I went to the hospital for an outpatient surgery.  The surgery went well, recovery was great but as I was about to be discharged, someone noticed that I had developed a complete heart block. I spent 7 days in Intensive Care before a defibrillator/pacemaker was placed on day 8. I consider myself to be lucky that one of the hospital staff recognized my heart condition.  I survived this because someone paid attention. I don’t know who it was but I owe my life to that person and other members of the hospital staff. Thank you for giving a few more days in my life",Edited 5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,564,0.17604166666666668,0.41979166666666673,Positive,0.9857,0.029,0.71,0.261,Positive,Positive (4-5★),True,True
1496,review_95400,rawan masadeh,5,It was a goog decision to deliver my twins in adventhealth orlando.  The staff were really nice  cooperative from the first moment I  have entered the emergency room until I have been discharged.,5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,195,0.425,0.6666666666666666,Positive,0.1263,0.071,0.845,0.084,Positive,Positive (4-5★),True,True
1501,review_79648,Jessica Santiago,5,The pink team (especially Lois and Mary) in the wound care center are absolutely amazing!!,5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,90,0.184375,0.5750000000000001,Positive,0.835,0.0,0.623,0.377,Positive,Positive (4-5★),True,True
1502,review_35533,Julia castaneda,5,I was a bit nervous but the Andra put me at ease. She was very professional and kind.,5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,85,0.365,0.515,Positive,0.8269,0.063,0.605,0.333,Positive,Positive (4-5★),True,True
1506,review_40944,Yenmato,1,"My mother in law was in the hospital for pulmonary hypertension, amongst other illments. She was in pain due to her medication and had asked Dr Mohammad Omar for some medication to ease her pain. She has listed some pretty hard pain meds; because that's all she knew. Dr Mohammed Omar instead of offering an alternative, he accused my mother in law for being addicted to the pain meds and offered her to go to hospice. Basically told her asking for help is asking to go to hospice and give up. She passed away scared because of this doctor. Evil man.",5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,550,-0.28194444444444444,0.6486111111111111,Negative,-0.9403,0.197,0.735,0.069,Negative,Negative (1-2★),True,True
1509,review_15604,Lily C,5,It’s a great hospital! I had a Kidney transplant a few year back and also a port put in recently at this hospital!,5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,114,0.2,0.275,Positive,0.6892,0.0,0.824,0.176,Positive,Positive (4-5★),True,True
1510,review_17417,Erneslinda “Linda” Ramirez-Valentin,5,"The doctors, nurses and techs in the ER and the observation room were very attentive to my needs.",5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,97,0.52,1.0,Positive,0.0,0.0,1.0,0.0,Neutral,Positive (4-5★),True,False
1513,review_37721,Shirley Myers,5,"I had a recent stay at advent health an as always it was very pleasant and I'm pleased to say that everyday was a awesome the staff was very kind doctors and nurses were very nice and sympathy to all of my needs
Sincerely,
Shirley Myers",5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,236,0.5391666666666667,0.79375,Positive,0.9727,0.0,0.627,0.373,Positive,Positive (4-5★),True,True
1514,review_52363,John Campbell,3,Disappointed in home health care.,5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,33,-0.75,0.75,Negative,0.0258,0.333,0.323,0.344,Neutral,Neutral (3★),False,True
1516,review_4115,Luisa Ocasio,5,"Everyone working those days were helpful, respectful, and kind. Special thanks to the doctors, Christina, Susette, and Waleska. I wish I could remember everyone elses names, but to all thank you.",5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,195,0.4142857142857143,0.592857142857143,Positive,0.9001,0.0,0.615,0.385,Positive,Positive (4-5★),True,True
1518,review_67730,Colsson Ford,5,"Definitely the ER you want to visit when you need to visit the ER.
I have been here more times than I care to admit (my wallet is definitely pissed 😡 at me).
Always competent staff.
Always very pleasant staff.  I have only had to wait on one occasion. Again, definitely my ""go to"" ER!  If, you know, you need a ""go to"" ER 🙄😳😱",6 months ago,2025-05-01,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-01,325,0.27904761904761904,0.6666666666666666,Positive,0.8217,0.106,0.677,0.218,Positive,Positive (4-5★),True,True
1519,review_88575,Pichon Rivera,5,My expert in the hospital was the best thing that could have happened to me since I feel good for the hospital staff it is wonderful I recommend it one hundred percent.,6 months ago,2025-05-01,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-01,168,0.9,0.6333333333333334,Positive,0.9231,0.0,0.678,0.322,Positive,Positive (4-5★),True,True
1521,review_23338,Stella Beaudin,5,"Very Professional, Thank you for caring for my husband!",6 months ago,2025-05-01,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-01,55,0.1625,0.13,Positive,0.7407,0.0,0.527,0.473,Positive,Positive (4-5★),True,True
1522,review_97010,Nan Alden,5,Everyone is always so caring!,Edited 6 months ago,2025-05-01,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-01,29,0.0,0.0,Neutral,0.6606,0.0,0.476,0.524,Positive,Positive (4-5★),False,True
1527,review_93104,Ibrahim Cantillo,5,"Great hospital, went to visit a family member and the attention is great, very clean, you feel like you’re in a nice hotel, and the cafeteria has great food",6 months ago,2025-05-01,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-01,156,0.6953333333333334,0.8320000000000001,Positive,0.9665,0.0,0.528,0.472,Positive,Positive (4-5★),True,True
1529,review_88444,Gary Foster,5,Very friendly and efficient office staff that has a big smile every visit. Made us feel like family right away.,Edited 6 months ago,2025-05-01,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-01,111,0.2683035714285714,0.3464285714285714,Positive,0.8899,0.0,0.581,0.419,Positive,Positive (4-5★),True,True
1535,review_53852,Ruby Knight,5,My husband had a double bypass. From the surgery waiting room to the leaving was such a wonderful experience of love and caring!,6 months ago,2025-05-01,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-01,128,0.40625,0.525,Positive,0.908,0.0,0.637,0.363,Positive,Positive (4-5★),True,True
1537,review_62514,Gary Josephsen,5,I cannot praise the quality and compassion highly enough. The whole staff applied cutting edge knowledge for recovery.,6 months ago,2025-05-01,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-01,118,-0.13333333333333333,0.6,Negative,-0.1088,0.197,0.669,0.134,Negative,Positive (4-5★),False,False
1540,review_892,Hevelin Orellana,5,"This Hospital is the best place for you health, safety and wellness professionals who can help you with your health needs!!!",6 months ago,2025-05-01,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-01,124,1.0,0.3,Positive,0.9257,0.0,0.558,0.442,Positive,Positive (4-5★),True,True
1541,review_23845,Micheal Adamson,5,"All around good experience with friendly and knowledgeable staff.  Doctors, PAs, Nurses, Schedulers, and Office Staff.",6 months ago,2025-05-01,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-01,118,0.5375,0.55,Positive,0.7269,0.0,0.697,0.303,Positive,Positive (4-5★),True,True
1543,review_1171,Christine Simms,5,"I was very stressed when I arrived! My nursing team: Sarah, Kristel, Norbert, Shannon and lead nurses Norbert (he put my IV in and I didn't feel a thing) calmed me down and were wonderful!  Dr. K my surgeon explained everything and was there when I woke up to go over what he did and found during the procedure. My anesthesiologist Dr. Scoglio held my hand until I was under and promised me that he would make sure I didn't wake up sick. He kept his word. I would definitely recommend Advent Health Orlando to anyone that asks.",6 months ago,2025-05-01,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-01,527,0.14669312169312168,0.6391534391534391,Positive,0.9589,0.024,0.777,0.199,Positive,Positive (4-5★),True,True
1547,review_93263,Steven hyman,5,The staff was wonderful and caring.,6 months ago,2025-05-01,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-01,35,1.0,1.0,Positive,0.7845,0.0,0.367,0.633,Positive,Positive (4-5★),True,True
1549,review_10901,C. Davis,5,"A very good, caring and professional visit with Kyle, Evaluation. Therapist... Trust his insight.  Thank you.  C. Davis",6 months ago,2025-05-01,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-01,119,0.505,0.44000000000000006,Positive,0.9095,0.0,0.529,0.471,Positive,Positive (4-5★),True,True
1550,review_44330,Rachel Fisher,3,"I usually have a wonderful experience, considering I’ve visited so many times. This time, this room, not good at all. I’m convinced the 3rd & 8th floors are HAUNTED & broke down where they send patients they don’t really want to deal with.
My room, 8225, was filthy. The toilet seat was broken off. Every time I had to go a had to balance my sick self so I wouldn’t fall off, there was a full container of OLD urine that has been left in a suction container, there was a SPRAY of BLOOD 🩸 OR FECES 💩 across ALL the ceiling tiles from one wall to the other. I had SEVERAL nurses who mishandled my IVs & the night nurse wouldn’t report it or do anything with it when I asked & passed it off to the day nurse who ALSO ignored it then left for 5 HOURS before I saw her again once THREE other nurses came in to place a new IV. I went through five IVs in 10 days. I was stuck 27 times not including daily blood draws. I have been in other areas of the hospital, whether there is not a breath of problem from the rooms or the staff or the nurses. I felt very neglected and even improperly medicated. When I was given my pain medication, I was given another medication that knocked me out and I was unresponsive and the nurses told me they were going to have to do a “sternum rub “ on me to try to get me to be responsive. I ended up leaving sooner than I should have because I felt scared after all of that had happened to me, and I feel like I am still recuperating at home when I should still be in the hospital. My doctors were amazing as always, but everything else was a great big giant awful experience that I’ve never experienced there before. I was shocked and very disappointed.",6 months ago,2025-05-01,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-01,1679,-0.07556036556036556,0.47168590668590665,Neutral,-0.921,0.092,0.861,0.047,Negative,Neutral (3★),True,False
